,status,mites,Carnica,Unknown,Buckfast + Carnica,Hybrid,Buckfast,Swarm,Queens,PRE_None,PRE_Thymol,PRE_OA,PRE_Fluvalinate,PRE_MO,PRE_Coumaphos,PRE_Amitraz,WIN_None,WIN_Thymol,WIN_OA,WIN_Heat,WIN_MO,WIN_Coumaphos,WIN_Chlorophenyl,POST_None,POST_Thymol,POST_OA,POST_Fluvalinate,AMFVload,BMLVload,thogload,thikaload,uncload,vdvload,dwvload,Numvir
12_89,WL,0.293676313,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,33403.19,0,0,0,122311.42,9852.42,3157.1,4
12_9,WL,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6686.06,0,0,0,0,1.88e+09,1.22e+08,3
12_90,Healthy,1.089808274,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10437.08,0,0,0,117277.94,18166.85,2326.43,4
12_91,WL,7.420612813,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,50311.36,15073.56,40508.97,0,0,1.1e+09,2150000,5
12_92,WL,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,140971.61,1749.79,0,0,0,5.21e+09,1790000,4
12_93,WL,1.492178099,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,130619.93,0,0,0,0,7.59e+08,12125.41,3
12_94,Healthy,0.350346021,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,38742.47,0,0,2716,0,977673.5,3.1e+08,4
12_95,Healthy,9.585348998,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,42484.32,0,0,1468.66,0,29363.84,3703.07,4
12_96,Healthy,10.86790045,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,82276.77,0,0,0,0,5.09e+08,0,2
12_97,WL,0.983949756,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,80209.59,0,0,0,0,2.12e+08,7.71e+08,3
12_98,WL,7.090475157,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,130848.79,0,0,0,0,17100000,2680000,3
12_99,WL,2.476340694,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,62737.09,0,0,0,0,1.28e+09,2.99e+08,3
13_1,Healthy,0.284697509,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,16525.86,0,0,0,126502.47,256536.89,1233.25,4
13_10,Healthy,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1852.54,45940.88,2
13_100,Healthy,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2852.2,0,0,0,0,0,6466.42,2
13_101,Healthy,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2556.3,0,0,0,0,1220.91,3523.77,3
13_102,WL,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21047.4,0,0,0,0,1534.52,2297.35,3
13_103,WL,6.110260337,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15375.26,0,0,0,69900000,7980000,3.07e+09,4
13_104,Healthy,0.490162237,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,10502.89,0,0,0,5.1e+07,1670000,13221.93,4
13_105,WL,2.219863533,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8189.93,0,0,0,0,0,2561.62,2
13_106,Healthy,0.318532819,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4050.61,0,0,0,0,8588.38,3240.42,3
13_107,WL,2.151793161,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,53149.16,0,0,0,0,15100000,24067.79,3
13_108,Healthy,1.900326036,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,14759.74,2651.7,0,0,0,1805.99,3303.38,4
13_109,Healthy,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18218.15,0,0,0,0,0,0,1
13_11,Healthy,4.805393809,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.11e+08,3.97e+08,2
13_110,WL,0.3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,18994.85,0,1824.57,0,0,107399.7,31382.45,4
13_111,Healthy,0.549189189,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2198.32,1471.99,2
13_112,WL,2.261355356,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1170000,1019.54,2
13_113,WL,16.4870148,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12589.3,0,6077.31,0,0,3.78e+09,5.13e+08,4
13_114,WL,6.605465414,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2874.16,0,0,0,83642.13,24800000,14672.45,4
13_115,WL,4.491032477,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11674.97,0,0,2972.56,0,0,5274.39,3
13_116,Healthy,0.307692308,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2275.8,1
13_117,Healthy,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6014.98,0,0,0,0,0,0,1
13_118,Healthy,1.55993118,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,7013.18,0,0,0,0,0,0,1
13_119,WL,0.85860575,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,45883.34,0,0,0,0,20509.49,13210.94,3
13_12,WL,2.331439103,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3125.54,0,0,0,0,10800000,52522.87,3
13_120,WL,1.753744976,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,28577.73,0,0,0,0,21205.73,15465.19,3
13_121,WL,7.878787879,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11517.32,0,0,0,0,46400000,24298.97,3
13_122,Healthy,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,13069.56,0,0,0,0,1210000,0,2
13_123,Healthy,0.314063369,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6516.44,0,0,0,0,2282.03,0,2
13_124,Healthy,0.331910858,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4656.08,0,0,0,0,0,0,1
13_125,WL,0.523047977,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,555377.52,16276.39,2
13_126,WL,1.601750547,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6405.47,0,0,0,0,109095.51,110393.94,3
13_127,WL,0.490322581,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12287.09,0,0,0,0,33777.27,24488.01,3
13_128,Healthy,11.2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2602.86,0,0,0,1220000,87154.09,3
13_129,Healthy,4.246221895,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,9593.91,0,0,0,0,0,0,1
13_13,WL,1.479214486,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13_130,Healthy,0.661111111,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,15701.36,0,0,0,0,0,0,1
13_131,WL,5.428466348,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,30150.85,0,0,0,0,2.56e+09,14114.25,3
13_132,WL,4.605678233,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15975.92,0,0,0,0,105631.5,373672.41,3
13_133,Healthy,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4557.22,0,0,0,0,19302.58,1272.92,3
13_134,Healthy,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5517.79,0,0,0,0,3023.59,0,2
13_135,WL,5.097345133,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4460.33,0,0,0,0,12070.98,1.84e+09,3
13_136,WL,1.334100058,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,13062.18,0,0,0,0,1019.68,2.52e+09,3
13_137,Healthy,0.621052632,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9423.98,0,0,0,0,0,6432.73,2
13_138,Healthy,5.581850824,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,15446.68,4980000,2406.87,0,0,66469.73,5180000,5
13_139,WL,10.16286645,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,17135.03,76483.01,7210.15,0,0,8.32e+08,3.98e+09,5
13_14,Healthy,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13_140,WL,0.941644562,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,21091.33,2028.93,0,0,0,344288.14,4480000,4
13_141,WL,4.578034682,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6246.59,0,0,0,0,19400000,70317.9,3
13_142,WL,3.200449186,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7516.71,4125.61,2
13_143,WL,0.470196224,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,14277.21,0,0,0,0,11298.66,2799.53,3
13_144,Healthy,12.20591661,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5183.02,2011.8,0,0,0,31600.04,0,3
13_145,Healthy,10.2524615,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,79862.34,170384.43,2
13_146,Healthy,0.321019108,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,16353.05,0,0,0,0,1367.4,0,2
13_147,Healthy,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2039.41,0,0,8.32e+08,0,2
13_148,Healthy,5.210263721,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,19800000,30500000,2
13_149,Healthy,0.56812933,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2541.88,0,1
13_15,Healthy,0.587560248,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4868.62,0,0,0,0,8123.07,84589.2,3
13_150,Healthy,1.944714544,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,23300000,0,0,2.2e+09,76136.63,3
13_16,WL,7.108433735,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,33375.23,0,0,0,0,72500000,5.63e+08,3
13_17,Healthy,5.631578947,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3829.33,0,0,0,27400000,5043.99,5690.49,4
13_18,WL,4.106292304,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14861.07,0,0,0,81753.09,5431.56,16948.74,4
13_19,Healthy,0.524849048,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20215.09,0,0,0,0,16997.72,2047.36,3
13_2,WL,0.329520697,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9047.67,0,0,0,147747.75,612484.13,0,3
13_20,WL,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10790.33,0,0,0,0,63289.89,99746.82,3
13_21,WL,12.61686747,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,20755.96,0,9350000,0,0,2.42e+08,0,3
13_22,Healthy,9.18931368,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5871.39,0,0,0,0,94800000,0,2
13_23,Healthy,0.199425384,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4363.25,0,0,0,0,38239.76,0,2
13_24,WL,1.167664671,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1430.33,0,0,0,0,6259.47,0,2
13_25,Healthy,7.53722795,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,17845.96,0,0,0,0,810257.59,43436.1,3
13_26,WL,31.96695922,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,21042.15,94001.49,0,0,0,1.85e+09,4.22e+08,4
13_27,WL,1.257171364,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,19621.23,0,0,0,0,445061.58,38900000,3
13_28,Healthy,0.968150179,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,9660.32,0,0,0,302009.03,18930.38,1413.71,4
13_29,Healthy,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,6739.08,0,0,0,0,0,0,1
13_3,WL,0.56160209,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1042.85,0,0,0,0,35088.94,0,2
13_30,WL,0.608974359,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,7775.24,0,0,0,0,0,0,1
13_31,Healthy,1.298543689,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14696.55,0,0,0,0,10563.26,2908.68,3
13_32,WL,0.867093106,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1552.3,0,0,0,0,6827.83,0,2
13_33,Healthy,0.756748323,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5098.98,0,1
13_34,WL,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.48e+08,0,1
13_35,Healthy,4.175468851,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,50701.12,0,9018.8,0,0,5275.36,49753.2,4
13_36,WL,6.660059465,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1710.37,0,0,0,0,29300000,2.15e+08,3
13_37,Healthy,0.295320309,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,5348.38,0,0,0,0,3048.3,0,2
13_38,WL,6.853902241,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,13197.77,0,0,0,0,3.3e+09,1.64e+08,3
13_39,Healthy,0.782726046,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1709.35,0,0,0,0,14402.33,0,2
13_4,Healthy,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3948.89,0,0,0,0,1030000,5000.19,3
13_40,WL,7.776777678,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6677.35,0,0,0,0,53200000,0,2
13_41,Healthy,6.21014114,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1470.41,0,0,785463.78,4420.26,3
13_42,WL,13.77690802,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11600000,3450000,2
13_43,WL,1.662396812,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,5956.92,0,22754.61,0,0,108856.31,1710000,4
13_44,Healthy,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,8201.1,0,0,0,0,1608.49,59148.35,3
13_45,Healthy,3.050379572,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,10047.97,0,0,0,0,32779.6,49261.36,3
13_46,WL,0.532425941,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,18746.38,0,0,0,0,47764.63,218864.38,3
13_47,Healthy,2.397969973,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,452364.67,0,0,0,31300000,1.33e+09,3
13_48,Healthy,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2763.7,0,36218.81,0,0,12505.4,9470000,4
13_49,WL,18.08890445,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6855.78,0,30600000,0,0,13500000,1.92e+08,4
13_5,WL,2.213899293,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1548.44,0,0,0,0,1989.16,655430.88,3
13_50,WL,2.505307856,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1408.78,0,2410000,0,437295.67,624966.75,6110000,5
13_51,Healthy,0.194115863,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6847.64,0,0,0,0,6822.37,0,2
13_52,WL,4.758465011,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,14398.82,3030.66,0,0,0,1.4e+09,5870000,4
13_53,WL,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20776.48,0,0,0,0,18080.56,8674.24,3
13_54,Healthy,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,12784.96,0,3970000,0,0,12004.44,0,3
13_55,Healthy,2.049512021,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,22114.22,0,0,0,0,1.22e+08,0,2
13_56,WL,1.283311772,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3322.18,0,0,0,0,78676.96,0,2
13_57,Healthy,1.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2469.89,0,0,0,0,16708.63,3027.06,3
13_58,WL,2.146389713,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6775.23,0,0,0,0,36608.44,107751.66,3
13_59,WL,5.289595079,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4420.02,0,8470000,0,0,9120000,410199.11,4
13_6,Healthy,0.686419753,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2830.78,0,0,0,0,2500000,8877.27,3
13_60,Healthy,1.235849057,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2585.08,0,0,0,0,16359.79,96294.15,3
13_61,Healthy,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2292.95,0,0,0,0,4624.44,0,2
13_62,WL,0.358476475,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1288.75,0,0,0,0,88200000,0,2
13_63,Healthy,1.216533584,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8071.12,0,0,0,0,1411.32,0,2
13_64,WL,5.532261822,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,8112.96,0,0,0,0,7635.38,0,2
13_65,Healthy,0.325623859,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2460.98,0,0,0,0,1384.35,0,2
13_66,WL,0.853467211,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,13820.26,9018.45,1558.27,3
13_67,Healthy,7.987912365,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1613.38,0,0,0,8.01e+08,15081.86,3
13_68,WL,3.893632593,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3691.16,0,0,0,0,1771.52,0,2
13_69,WL,10.96014493,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2049.25,1408.23,0,0,0,2322.86,31970.48,4
13_7,WL,2.829937998,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,17848.33,0,0,0,0,4640000,799711.84,3
13_70,Healthy,5.094217024,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4855.55,3760.52,0,0,0,11700000,166814.88,4
13_71,WL,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,88414.21,0,0,0,0,3839.4,0,2
13_72,Healthy,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,28491.68,0,0,0,0,1876.72,3128.87,3
13_73,WL,0.857580398,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,26511.95,0,0,0,0,46100000,2.2e+08,3
13_74,Healthy,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,13448.74,0,0,0,0,1506.86,3207.11,3
13_75,WL,9.363538296,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6765.04,0,0,0,0,3.85e+09,18700000,3
13_76,Healthy,0.725635593,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,8454.69,0,0,0,0,1215.59,4280000,3
13_77,Healthy,2.374670185,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1936.27,0,0,0,0,6.79e+08,1670000,3
13_78,WL,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,15242.5,0,0,0,0,2077.76,0,2
13_79,Healthy,3.750288484,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3946.55,0,0,0,0,4590.54,0,2
13_8,Healthy,0.609625668,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,11094.11,0,0,0,0,72100.33,149140.51,3
13_80,WL,0.635662538,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,11875.12,0,0,0,0,32136.91,2791.71,3
13_81,Healthy,20.63157895,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1893.83,0,0,0,0,7439.98,0,2
13_82,WL,2.790217017,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,19512.39,0,0,0,0,1580000,11990.04,3
13_83,WL,2.239338183,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10985.47,0,0,0,0,5.69e+08,255923.03,3
13_84,Healthy,3.683700319,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6371.62,0,0,0,0,28287.55,12657.29,3
13_85,Healthy,0.296766271,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2778.33,0,0,0,0,5115.91,0,2
13_86,WL,7.011214953,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2264.94,0,0,0,0,14600000,74124.34,3
13_87,WL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8840.17,0,0,0,0,4.06e+08,2257.18,3
13_88,Healthy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1340000,0,0,0,0,3221.61,21643.35,3
13_89,WL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8942.92,0,0,0,0,1301.48,11176.67,3
13_9,WL,7.147685029,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16896.5,2170000,2
13_90,WL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,9555.48,0,0,0,0,4700000,7010000,3
13_91,Healthy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,7871.93,0,0,0,0,3685.12,0,2
13_92,Healthy,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,8063.62,0,0,0,0,6147.76,4539.35,3
13_93,Healthy,0.284823285,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,40244.91,0,0,0,0,1833.39,91729.62,3
13_94,WL,3.530503979,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11886.73,0,0,0,0,39500000,4.3e+08,3
