	Virus	Type	Sample	Qty	Ct
586	BMLV	Sample	13_143	2053.25	26.71
587	BMLV	Sample	13_143	1970.36	26.78
588	BMLV	Standard	std	10000000000.0	2.71
589	BMLV	Standard	std	10000000000.0	2.65
590	BMLV	Standard	std	100000000.0	9.5
591	BMLV	Standard	std	100000000.0	9.1
592	BMLV	Standard	std	1000000.0	17.25
593	BMLV	Standard	std	1000000.0	17.14
594	BMLV	Standard	std	10000.0	24.06
595	BMLV	Standard	std	10000.0	23.73
596	BMLV	Standard	std	100.0	31.18
597	BMLV	Standard	std	100.0	31.64
598	BMLV	Sample	13_20	6.42	35.6
599	BMLV	Sample	13_22	5.9	35.74
600	BMLV	Sample	13_25	119.05	31.03
601	BMLV	Sample	13_25	111.02	31.14
602	BMLV	Sample	13_26	91919.86	20.63
603	BMLV	Sample	13_26	96083.12	20.56
604	BMLV	Sample	13_27	1.52	37.85
605	BMLV	Sample	13_27	2.13	37.33
606	BMLV	Sample	13_28	6.73	35.53
607	BMLV	Sample	13_33	29.6	33.21
608	BMLV	Sample	13_33	18.12	33.98
609	BMLV	Sample	13_34	5.97	35.72
610	BMLV	Sample	13_35	0.263	40.6
611	BMLV	Sample	13_35	0.554	39.44
612	BMLV	Sample	13_37	0.255	40.65
613	BMLV	Sample	13_39	0.802	38.86
614	BMLV	Sample	13_39	4.94	36.01
615	BMLV	Sample	13_40	32.7	33.06
616	BMLV	Sample	13_40	38.41	32.8
617	BMLV	Sample	13_43	0.151	41.47
618	BMLV	Sample	13_43	3.48	36.56
619	BMLV	Sample	13_46	1.25	38.16
620	BMLV	Sample	13_47	448745.66	18.15
621	BMLV	Sample	13_47	455983.69	18.12
622	BMLV	Sample	13_48	20.83	33.76
623	BMLV	Sample	13_48	23.94	33.54
624	BMLV	Sample	13_49	179.91	30.39
625	BMLV	Sample	13_49	171.32	30.46
626	BMLV	Sample	13_50	30.68	33.16
627	BMLV	Sample	13_51	3.09	36.75
628	BMLV	Sample	13_51	12.52	34.56
629	BMLV	Sample	13_52	3085.97	25.94
630	BMLV	Sample	13_52	2975.35	26.0
631	BMLV	Sample	13_53	407.43	29.11
632	BMLV	Sample	13_53	407.8	29.11
633	BMLV	Sample	13_54	1.59	37.79
634	BMLV	Sample	13_54	0.925	38.63
635	BMLV	Sample	13_55	5.38	35.88
636	BMLV	Sample	13_57	3.16	36.71
637	BMLV	Sample	13_58	0.93	38.63
638	BMLV	Sample	13_59	246.34	29.9
639	BMLV	Sample	13_59	298.28	29.6
640	BMLV	Sample	13_60	699.3	28.26
641	BMLV	Sample	13_60	638.91	28.4
642	DWV-B	Standard	std	10000000000.0	3.83
643	DWV-B	Standard	std	100000000.0	13.6
644	DWV-B	Standard	std	100000000.0	14.52
645	DWV-B	Standard	std	1000000.0	24.33
646	DWV-B	Standard	std	1000000.0	24.27
647	DWV-B	Standard	std	10000.0	30.75
648	DWV-B	Standard	std	10000.0	30.64
649	DWV-B	Standard	std	100.0	36.19
650	DWV-B	Standard	std	100.0	35.79
651	DWV-B	Sample	13_145	76484.76	26.41
652	DWV-B	Sample	13_145	83239.92	26.26
653	DWV-B	Sample	13_146	1385.85	33.24
654	DWV-B	Sample	13_146	1348.95	33.28
655	DWV-B	Sample	13_147	837000000.0	10.56
656	DWV-B	Sample	13_147	826000000.0	10.58
657	DWV-B	Sample	13_148	20600000.0	16.88
658	DWV-B	Sample	13_148	19100000.0	17.0
659	DWV-B	Sample	13_149	2504.81	32.23
660	DWV-B	Sample	13_149	2578.96	32.18
661	DWV-B	Sample	13_150	2580000000.0	8.65
662	DWV-B	Sample	13_150	1830000000.0	9.23
663	DWV-A	Standard	std	10000000000.0	5.58
664	DWV-A	Standard	std	10000000000.0	5.57
665	DWV-A	Standard	std	100000000.0	13.11
666	DWV-A	Standard	std	100000000.0	12.5
667	DWV-A	Standard	std	1000000.0	22.63
668	DWV-A	Standard	std	1000000.0	22.76
669	DWV-A	Standard	std	10000.0	27.5
670	DWV-A	Standard	std	10000.0	27.01
671	DWV-A	Sample	12_43	16644.83	27.49
672	DWV-A	Sample	12_43	23470.39	26.93
673	DWV-A	Sample	12_44	25391.51	26.8
674	DWV-A	Sample	12_44	34496.15	26.31
675	DWV-A	Sample	12_45	1490000000.0	8.94
676	DWV-A	Sample	12_45	1890000000.0	8.56
677	DWV-A	Sample	12_46	963846.25	20.89
678	DWV-A	Sample	12_46	885682.13	21.03
679	DWV-A	Sample	12_47	72766.8	25.09
680	DWV-A	Sample	12_47	63356.12	25.32
681	DWV-A	Sample	12_48	1430000000.0	9.0
682	DWV-A	Sample	12_48	1170000000.0	9.33
683	DWV-A	Sample	12_49	10300000.0	17.04
684	DWV-A	Sample	12_49	11600000.0	16.84
685	DWV-A	Sample	12_50	222000000.0	12.04
686	DWV-A	Sample	12_50	208000000.0	12.14
687	DWV-A	Sample	12_51	171.48	34.94
688	DWV-A	Sample	12_51	390.77	33.6
689	DWV-A	Sample	12_52	4282.76	29.7
690	DWV-A	Sample	12_52	3264.33	30.14
691	DWV-A	Sample	12_55	903.02	32.23
692	DWV-A	Sample	12_55	401.89	33.55
693	DWV-A	Sample	12_56	2940.08	30.31
694	DWV-A	Sample	12_56	3640.83	29.96
695	DWV-A	Sample	12_57	40000000.0	14.83
696	DWV-A	Sample	12_57	47400000.0	14.55
697	DWV-A	Sample	12_58	113299.96	24.37
698	DWV-A	Sample	12_58	118653.63	24.3
699	DWV-A	Sample	12_59	16501.5	27.51
700	DWV-A	Sample	12_59	15845.13	27.57
701	DWV-A	Sample	12_60	465066.53	22.07
702	DWV-A	Sample	12_60	492436.75	21.98
703	DWV-A	Sample	12_61	357294.31	22.5
704	DWV-A	Sample	12_61	371483.84	22.44
705	DWV-A	Sample	12_62	359.06	33.73
706	DWV-A	Sample	12_62	719.27	32.6
707	DWV-A	Sample	12_63	8.12	39.9
708	DWV-A	Sample	12_63	17.91	38.61
709	DWV-A	Sample	12_65	4650000.0	18.33
710	DWV-A	Sample	12_65	5330000.0	18.1
711	DWV-A	Sample	12_67	129387.48	24.16
712	DWV-A	Sample	12_67	147183.39	23.95
713	DWV-A	Sample	12_68	521683.75	21.89
714	DWV-A	Sample	12_68	451936.38	22.12
715	DWV-A	Sample	12_69	1212.2	31.75
716	DWV-A	Sample	12_69	1637.27	31.26
717	DWV-A	Sample	12_70	382863.72	22.39
718	DWV-A	Sample	12_70	519434.81	21.89
719	DWV-A	Sample	12_71	4430000.0	18.41
720	DWV-A	Sample	12_71	4720000.0	18.31
721	DWV-A	Sample	12_72	353708.72	22.52
722	DWV-A	Sample	12_72	306456.06	22.75
723	DWV-A	Sample	12_73	19300000.0	16.01
724	DWV-A	Sample	12_73	20700000.0	15.9
725	DWV-A	Sample	12_74	9914.4	28.33
726	DWV-A	Sample	12_74	9566.11	28.39
727	DWV-A	Sample	12_75	13.16	39.11
728	DWV-A	Sample	12_75	12.91	39.14
729	DWV-A	Sample	12_77	37800000.0	14.92
730	DWV-A	Sample	12_77	44000000.0	14.67
731	DWV-A	Sample	12_78	1330000.0	20.37
732	DWV-A	Sample	12_78	1220000.0	20.51
733	DWV-A	Sample	12_79	212910.33	23.34
734	DWV-A	Sample	12_79	160457.89	23.81
735	DWV-A	Sample	12_80	425606.5	22.22
736	DWV-A	Sample	12_80	366911.78	22.46
737	DWV-A	Sample	12_81	40700000.0	14.8
738	DWV-A	Sample	12_81	42500000.0	14.73
739	DWV-A	Sample	12_82	4540000.0	18.37
740	DWV-A	Sample	12_82	4800000.0	18.27
741	DWV-A	Sample	12_83	15191.0	27.64
742	DWV-A	Sample	12_83	14317.38	27.74
743	DWV-A	Sample	12_84	3305.18	30.12
744	DWV-A	Sample	12_84	3453.83	30.05
745	AOV	Standard	std	10000000000.0	11.99
746	AOV	Standard	std	10000000000.0	11.9
747	AOV	Standard	std	100000000.0	21.59
748	AOV	Standard	std	100000000.0	21.38
749	AOV	Standard	std	1000000.0	28.49
750	AOV	Standard	std	1000000.0	28.31
751	AOV	Standard	std	10000.0	34.68
752	AOV	Standard	std	10000.0	34.85
753	AOV	Sample	13_97	21294.75	34.22
754	AOV	Sample	13_97	19189.29	34.39
755	apthili	Standard	std	10000000000.0	3.8
756	apthili	Standard	std	10000000000.0	3.79
757	apthili	Standard	std	100000000.0	10.87
758	apthili	Standard	std	100000000.0	10.63
759	apthili	Standard	std	1000000.0	19.13
760	apthili	Standard	std	1000000.0	18.97
761	apthili	Standard	std	10000.0	21.68
762	apthili	Standard	std	10000.0	22.18
763	apthili	Standard	std	100.0	27.41
764	apthili	Standard	std	100.0	26.75
765	apthili	Sample	13_52	0.255	35.56
766	apthili	Sample	13_52	0.273	35.48
767	apthili	Sample	13_53	0.157	36.17
768	apthili	Sample	13_53	0.129	36.41
769	apthili	Sample	13_54	0.37	35.1
770	apthili	Sample	13_54	0.395	35.01
771	apthili	Sample	13_73	0.0255	38.45
772	apthili	Sample	13_73	0.0273	38.36
773	apthili	Sample	13_74	1.23	33.59
774	apthili	Sample	13_74	1.13	33.69
775	apthili	Sample	13_76	0.0311	38.2
776	apthili	Sample	13_76	0.0172	38.94
777	DWV-B	Standard	std	10000000000.0	7.34
778	DWV-B	Standard	std	10000000000.0	7.13
779	DWV-B	Standard	std	100000000.0	15.46
780	DWV-B	Standard	std	100000000.0	14.84
781	DWV-B	Standard	std	1000000.0	22.17
782	DWV-B	Standard	std	1000000.0	22.15
783	DWV-B	Standard	std	10000.0	30.82
784	DWV-B	Standard	std	10000.0	30.71
785	DWV-B	Standard	std	100.0	37.25
786	DWV-B	Standard	std	100.0	38.59
787	DWV-B	Sample	12_127	599000000.0	11.96
788	DWV-B	Sample	12_127	592000000.0	11.98
789	DWV-B	Sample	12_128	55158.11	27.49
790	DWV-B	Sample	12_128	62732.75	27.27
791	DWV-B	Sample	12_129	11594.72	30.1
792	DWV-B	Sample	12_129	8499.81	30.62
793	DWV-B	Sample	12_130	58894.32	27.38
794	DWV-B	Sample	12_130	54027.61	27.52
795	DWV-B	Sample	12_131	5200000.0	19.89
796	DWV-B	Sample	12_131	5020000.0	19.95
797	DWV-B	Sample	12_132	1950000.0	21.53
798	DWV-B	Sample	12_132	1750000.0	21.71
799	DWV-B	Sample	12_133	175000000.0	14.01
800	DWV-B	Sample	12_133	125000000.0	14.58
801	DWV-B	Sample	12_134	3960000.0	20.34
802	DWV-B	Sample	12_134	3320000.0	20.64
803	DWV-B	Sample	12_135	16854.23	29.47
804	DWV-B	Sample	12_135	15151.59	29.65
805	DWV-B	Sample	12_136	1063.03	34.09
806	DWV-B	Sample	12_136	597.78	35.05
807	DWV-B	Sample	12_137	10717.41	30.23
808	DWV-B	Sample	12_137	844.82	34.47
809	DWV-B	Sample	12_138	25464.42	28.78
810	DWV-B	Sample	12_138	29895.84	28.51
811	DWV-B	Sample	12_139	16436.82	29.51
812	DWV-B	Sample	12_139	19565.85	29.22
813	DWV-B	Sample	12_140	9956.68	30.35
814	DWV-B	Sample	12_140	9526.42	30.43
815	DWV-B	Sample	12_141	843.38	34.48
816	DWV-B	Sample	12_141	748.58	34.68
817	DWV-B	Sample	12_142	23122.09	28.94
818	DWV-B	Sample	12_142	21308.17	29.08
819	DWV-B	Sample	12_143	3130000.0	20.74
820	DWV-B	Sample	12_143	2640000.0	21.02
821	DWV-B	Sample	12_144	1310000.0	22.19
822	DWV-B	Sample	12_144	1370000.0	22.12
823	DWV-B	Sample	12_145	6330000.0	19.56
824	DWV-B	Sample	12_145	5450000.0	19.81
825	DWV-B	Sample	12_146	734.97	34.71
826	DWV-B	Sample	12_146	416.08	35.66
827	DWV-B	Sample	12_147	1910000000.0	10.01
828	DWV-B	Sample	12_147	1880000000.0	10.05
829	DWV-B	Sample	12_148	2570000.0	21.07
830	DWV-B	Sample	12_149	14550.88	29.72
831	DWV-B	Sample	12_149	13064.93	29.9
832	DWV-B	Sample	12_150	4366.52	31.73
833	DWV-B	Sample	12_150	9575.58	30.42
834	DWV-B	Sample	13_1	258277.06	24.91
835	DWV-B	Sample	13_1	254796.72	24.93
836	DWV-B	Sample	13_2	652587.94	23.36
837	DWV-B	Sample	13_2	572380.31	23.58
838	DWV-B	Sample	13_3	33472.98	28.32
839	DWV-B	Sample	13_3	36704.89	28.17
840	DWV-B	Sample	13_4	2060000.0	21.44
841	DWV-B	Sample	13_4	1273.52	33.79
842	DWV-B	Sample	13_5	2046.97	33.0
843	DWV-B	Sample	13_5	1931.35	33.09
844	DWV-B	Sample	13_6	2450000.0	21.15
845	DWV-B	Sample	13_6	2550000.0	21.08
846	DWV-B	Sample	13_7	4270000.0	20.22
847	DWV-B	Sample	13_7	5010000.0	19.95
848	DWV-B	Sample	13_8	70574.19	27.08
849	DWV-B	Sample	13_8	73626.48	27.01
850	DWV-B	Sample	13_9	18199.34	29.34
851	DWV-B	Sample	13_9	15593.66	29.6
852	DWV-B	Sample	13_10	2002.25	33.03
853	DWV-B	Sample	13_10	1702.82	33.3
854	DWV-B	Sample	13_11	103000000.0	14.9
855	DWV-B	Sample	13_11	119000000.0	14.65
856	DWV-B	Sample	13_12	12800000.0	18.38
857	DWV-B	Sample	13_12	8860000.0	19.0
858	DWV-B	Sample	13_13	593.16	35.07
859	DWV-B	Sample	13_14	739.85	34.7
860	DWV-B	Sample	13_14	1068.73	34.08
861	DWV-B	Sample	13_15	7963.18	30.72
862	DWV-B	Sample	13_15	8282.97	30.66
863	DWV-B	Sample	13_16	58400000.0	15.85
864	DWV-B	Sample	13_16	86700000.0	15.19
865	DWV-B	Sample	13_17	5128.42	31.46
866	DWV-B	Sample	13_17	4959.57	31.52
867	DWV-B	Sample	13_18	5987.4	31.2
868	DWV-B	Sample	13_18	4875.71	31.54
869	apparli	Standard	std	10000000000.0	2.37
870	apparli	Standard	std	10000000000.0	2.44
871	apparli	Standard	std	100000000.0	7.05
872	apparli	Standard	std	100000000.0	6.86
873	apparli	Standard	std	1000000.0	15.18
874	apparli	Standard	std	1000000.0	14.94
875	apparli	Standard	std	10000.0	22.63
876	apparli	Standard	std	10000.0	23.2
877	apparli	Sample	12_4	86594.27	19.01
878	apparli	Sample	12_4	110576.03	18.64
879	apparli	Sample	12_16	71752.81	19.3
880	apparli	Sample	12_16	72440.3	19.28
881	apparli	Sample	12_19	224000000.0	7.13
882	apparli	Sample	12_19	224000000.0	7.13
883	apparli	Sample	12_28	12100000.0	11.54
884	apparli	Sample	12_28	8720000.0	12.04
885	apparli	Sample	12_33	32997.7	20.47
886	apparli	Sample	12_33	35022.29	20.38
887	apparli	Sample	12_35	103008.52	18.75
888	apparli	Sample	12_35	104147.9	18.73
889	apparli	Sample	12_36	320633.84	17.03
890	apparli	Sample	12_36	336706.34	16.96
891	apparli	Sample	12_37	303498.56	17.12
892	apparli	Sample	12_37	202024.44	17.73
893	apthili	Standard	std	10000000000.0	3.3
894	apthili	Standard	std	10000000000.0	3.39
895	apthili	Standard	std	100000000.0	10.42
896	apthili	Standard	std	100000000.0	10.09
897	apthili	Standard	std	1000000.0	18.05
898	apthili	Standard	std	1000000.0	18.11
899	apthili	Standard	std	10000.0	21.18
900	apthili	Standard	std	10000.0	21.18
901	apthili	Standard	std	100.0	26.09
902	apthili	Standard	std	100.0	26.22
903	apthili	Sample	13_108	0.0688	36.05
904	apthili	Sample	13_108	0.0575	36.27
905	apthili	Sample	13_111	89.6	27.25
906	apthili	Sample	13_111	76.88	27.43
907	apthili	Sample	13_113	456.47	25.25
908	apthili	Sample	13_113	364.02	25.53
909	apthili	Sample	13_114	0.1	35.59
910	apthili	Sample	13_114	0.143	35.15
911	apthili	Sample	13_115	3130.69	22.88
912	apthili	Sample	13_115	2814.44	23.01
913	apthili	Sample	13_125	0.592	33.41
914	apthili	Sample	13_125	0.276	34.35
915	apthili	Sample	13_126	0.91	32.88
916	apthili	Sample	13_126	0.764	33.1
917	apthili	Sample	13_127	0.126	35.31
918	apthili	Sample	13_127	0.219	34.63
919	AOV	Standard	std	10000000000.0	8.3
920	AOV	Standard	std	10000000000.0	8.23
921	AOV	Standard	std	100000000.0	18.68
922	AOV	Standard	std	100000000.0	18.38
923	AOV	Standard	std	1000000.0	25.8
924	AOV	Standard	std	1000000.0	25.72
925	AOV	Standard	std	10000.0	31.23
926	AOV	Standard	std	10000.0	32.05
927	AOV	Sample	13_110	224.24	39.03
928	AOV	Sample	13_110	991.53	36.53
929	AOV	Sample	13_113	6270.79	33.43
930	AOV	Sample	13_113	5013.32	33.81
931	AOV	Sample	13_138	464.8	37.8
932	AOV	Sample	13_138	741.85	37.02
933	AOV	Sample	13_139	9970.6	32.65
934	AOV	Sample	13_139	8372.54	32.95
935	BMLV	Standard	std	100000000.0	9.71
936	BMLV	Standard	std	100000000.0	9.65
937	BMLV	Standard	std	1000000.0	16.12
938	BMLV	Standard	std	10000.0	23.09
939	BMLV	Standard	std	10000.0	24.66
940	BMLV	Standard	std	100.0	30.72
941	BMLV	Standard	std	100.0	34.47
942	BMLV	Sample	12_135	31.25	34.0
943	BMLV	Sample	12_141	15.15	35.2
944	BMLV	Sample	12_142	15.8	35.13
945	BMLV	Sample	12_143	13123.91	24.02
946	BMLV	Sample	12_148	3381.92	26.26
947	BMLV	Sample	12_149	112.39	31.88
948	BMLV	Sample	13_2	1218.48	27.94
949	BMLV	Sample	13_3	4.77	37.11
950	BMLV	Sample	13_3	4.5	37.2
951	BMLV	Sample	13_4	24.29	34.42
952	BMLV	Sample	13_9	4.79	37.1
953	BMLV	Sample	13_12	16.02	35.1
954	BMLV	Sample	13_14	12.81	35.47
955	BMLV	Sample	13_16	139.02	31.53
956	DWV-B	Standard	std	10000000000.0	6.83
957	DWV-B	Standard	std	10000000000.0	6.55
958	DWV-B	Standard	std	100000000.0	15.01
959	DWV-B	Standard	std	100000000.0	15.43
960	DWV-B	Standard	std	1000000.0	23.94
961	DWV-B	Standard	std	1000000.0	24.22
962	DWV-B	Standard	std	10000.0	28.86
963	DWV-B	Standard	std	10000.0	29.27
964	DWV-B	Standard	std	100.0	29.06
965	DWV-B	Standard	std	100.0	28.93
966	DWV-B	Sample	13_61	5877.15	27.33
967	DWV-B	Sample	13_61	3371.73	28.04
968	DWV-B	Sample	13_62	124000000.0	14.69
969	DWV-B	Sample	13_62	52200000.0	15.79
970	DWV-B	Sample	13_63	1695.87	28.91
971	DWV-B	Sample	13_63	1126.76	29.43
972	DWV-B	Sample	13_64	8271.61	26.9
973	DWV-B	Sample	13_64	6999.14	27.11
974	DWV-B	Sample	13_65	1337.6	29.21
975	DWV-B	Sample	13_65	1431.1	29.13
976	DWV-B	Sample	13_66	8452.88	26.87
977	DWV-B	Sample	13_66	9584.02	26.71
978	DWV-B	Sample	13_67	484000000.0	12.96
979	DWV-B	Sample	13_67	1120000000.0	11.9
980	DWV-B	Sample	13_68	2093.18	28.64
981	DWV-B	Sample	13_68	1449.87	29.11
982	DWV-B	Sample	13_69	2773.97	28.28
983	DWV-B	Sample	13_69	1871.76	28.78
984	DWV-B	Sample	13_70	14400000.0	17.42
985	DWV-B	Sample	13_70	8990000.0	18.02
986	DWV-B	Sample	13_71	4650.39	27.63
987	DWV-B	Sample	13_71	3028.4	28.17
988	DWV-B	Sample	13_72	1849.95	28.8
989	DWV-B	Sample	13_72	1903.49	28.76
990	DWV-B	Sample	13_73	52800000.0	15.78
991	DWV-B	Sample	13_73	39400000.0	16.15
992	DWV-B	Sample	13_74	1533.37	29.04
993	DWV-B	Sample	13_74	1480.34	29.08
994	DWV-B	Sample	13_75	5260000000.0	9.94
995	DWV-B	Sample	13_75	2450000000.0	10.9
996	DWV-B	Sample	13_76	1226.7	29.32
997	DWV-B	Sample	13_76	1204.48	29.34
998	DWV-B	Sample	13_77	746000000.0	12.42
999	DWV-B	Sample	13_77	612000000.0	12.67
1000	DWV-B	Sample	13_78	1741.96	28.88
1001	DWV-B	Sample	13_78	2413.57	28.46
1002	DWV-B	Sample	13_79	5634.09	27.39
1003	DWV-B	Sample	13_79	3546.99	27.97
1004	DWV-B	Sample	13_80	31529.62	25.2
1005	DWV-B	Sample	13_80	32744.21	25.15
1006	DWV-B	Sample	13_81	8066.58	26.93
1007	DWV-B	Sample	13_81	6813.39	27.14
1008	DWV-B	Sample	13_82	1480000.0	20.32
1009	DWV-B	Sample	13_82	1680000.0	20.15
1010	DWV-B	Sample	13_83	603000000.0	12.68
1011	DWV-B	Sample	13_83	536000000.0	12.84
1012	DWV-B	Sample	13_84	26087.21	25.44
1013	DWV-B	Sample	13_84	30487.9	25.24
1014	DWV-B	Sample	13_85	5001.39	27.54
1015	DWV-B	Sample	13_85	5230.43	27.48
1016	DWV-B	Sample	13_86	16400000.0	17.26
1017	DWV-B	Sample	13_86	12900000.0	17.57
1018	DWV-B	Sample	13_87	377000000.0	13.28
1019	DWV-B	Sample	13_87	434000000.0	13.1
1020	DWV-B	Sample	13_88	3526.31	27.98
1021	DWV-B	Sample	13_88	2916.91	28.22
1022	DWV-B	Sample	13_89	1244.89	29.3
1023	DWV-B	Sample	13_89	1358.08	29.19
1024	DWV-B	Sample	13_90	4640000.0	18.86
1025	DWV-B	Sample	13_90	4760000.0	18.83
1026	DWV-B	Sample	13_91	4686.59	27.62
1027	DWV-B	Sample	13_91	2683.66	28.33
1028	DWV-B	Sample	13_92	6917.0	27.13
1029	DWV-B	Sample	13_92	5378.52	27.44
1030	DWV-B	Sample	13_93	2212.73	28.57
1031	DWV-B	Sample	13_93	1454.05	29.1
1032	DWV-B	Sample	13_94	31400000.0	16.43
1033	DWV-B	Sample	13_94	47500000.0	15.91
1034	DWV-B	Sample	13_95	7299.92	27.06
1035	DWV-B	Sample	13_95	9035.37	26.79
1036	DWV-B	Sample	13_96	80081.6	24.02
1037	DWV-B	Sample	13_96	91383.4	23.85
1038	DWV-B	Sample	13_97	909000000.0	12.16
1039	DWV-B	Sample	13_97	1060000000.0	11.96
1040	DWV-B	Sample	13_98	32701.63	25.15
1041	DWV-B	Sample	13_98	28605.6	25.32
1042	DWV-B	Sample	13_99	1061.31	29.5
1043	DWV-B	Sample	13_99	1030.97	29.54
1044	DWV-B	Sample	13_100	848.17	29.79
1045	DWV-B	Sample	13_100	873.12	29.75
1046	DWV-B	Sample	13_101	1188.38	29.36
1047	DWV-B	Sample	13_101	1253.45	29.29
1048	DWV-B	Sample	13_102	1489.75	29.07
1049	DWV-B	Sample	13_102	1579.29	29.0
1050	AOV	Standard	std	10000000000.0	7.23
1051	AOV	Standard	std	10000000000.0	6.97
1052	AOV	Standard	std	100000000.0	17.72
1053	AOV	Standard	std	100000000.0	17.53
1054	AOV	Standard	std	1000000.0	24.89
1055	AOV	Standard	std	1000000.0	24.66
1056	AOV	Standard	std	10000.0	30.35
1057	AOV	Standard	std	10000.0	30.08
1058	AOV	Sample	12_91	57916.73	28.48
1059	AOV	Sample	12_91	34216.25	29.36
1060	AOV	Sample	12_105	18368.78	30.39
1061	AOV	Sample	12_105	20908.2	30.18
1062	AOV	Sample	12_106	9250000.0	20.06
1063	AOV	Sample	12_106	7850000.0	20.33
1064	AOV	Sample	12_107	154637.83	26.85
1065	AOV	Sample	12_107	174428.33	26.65
1066	AOV	Sample	12_109	947434.13	23.84
1067	AOV	Sample	12_109	839504.13	24.04
1068	AOV	Sample	12_122	87029.68	27.81
1069	AOV	Sample	12_122	97526.22	27.62
1070	AOV	Sample	12_123	6721.11	32.06
1071	AOV	Sample	12_123	7227.67	31.94
1072	apthili	Standard	std	1000000.0	17.04
1073	apthili	Standard	std	1000000.0	16.26
1074	apthili	Standard	std	10000.0	20.85
1075	apthili	Standard	std	10000.0	20.66
1076	apthili	Standard	std	100.0	25.38
1077	apthili	Standard	std	100.0	25.95
1078	apthili	Sample	12_76	72.54	25.85
1079	apthili	Sample	12_76	71.12	25.87
1080	apthili	Sample	12_77	212.84	24.79
1081	apthili	Sample	12_77	216.1	24.78
1082	apthili	Sample	12_78	23582.82	20.18
1083	apthili	Sample	12_78	17947.83	20.45
1084	apthili	Sample	12_79	28.05	26.78
1085	apthili	Sample	12_79	27.53	26.8
1086	apthili	Sample	12_80	475.27	24.01
1087	apthili	Sample	12_80	819.92	23.47
1088	apthili	Sample	12_83	74.77	25.82
1089	apthili	Sample	12_83	34.56	26.58
1090	apthili	Sample	12_84	2.72	29.06
1091	apthili	Sample	12_84	2.4	29.19
1092	apthili	Sample	12_85	4592.45	21.79
1093	apthili	Sample	12_85	3272.32	22.12
1094	apthili	Sample	12_86	440.29	24.08
1095	apthili	Sample	12_86	466.88	24.03
1096	apthili	Sample	12_87	0.734	30.35
1097	apthili	Sample	12_87	0.696	30.4
1098	apthili	Sample	12_88	117.7	25.37
1099	apthili	Sample	12_88	84.07	25.7
1100	apthili	Sample	12_89	0.306	31.21
1101	apthili	Sample	12_89	0.242	31.44
1102	apthili	Sample	12_90	0.935	30.11
1103	apthili	Sample	12_90	0.804	30.26
1104	apthili	Sample	12_91	4.81	28.51
1105	apthili	Sample	12_91	2.97	28.98
1106	apthili	Sample	12_92	1.7	29.52
1107	apthili	Sample	12_93	8.45	27.96
1108	apthili	Sample	12_93	8.63	27.93
1109	apthili	Sample	12_94	3289.36	22.11
1110	apthili	Sample	12_94	2142.65	22.53
1111	apthili	Sample	12_95	1399.4	22.95
1112	apthili	Sample	12_95	1537.93	22.86
1113	apthili	Sample	12_96	675.5	23.66
1114	apthili	Sample	12_96	361.76	24.28
1115	apthili	Sample	12_97	0.91	30.14
1116	apthili	Sample	12_97	0.58	30.58
1117	apthili	Sample	12_98	61.24	26.01
1118	apthili	Sample	12_98	14.98	27.39
1119	apthili	Sample	12_99	14.14	27.45
1120	apthili	Sample	12_99	10.13	27.78
1121	apthili	Sample	12_100	388.05	24.21
1122	apthili	Sample	12_100	299.01	24.46
1123	apthili	Sample	12_101	120.03	25.36
1124	apthili	Sample	12_101	160.29	25.07
1125	apthili	Sample	12_102	294.28	24.48
1126	apthili	Sample	12_102	159.24	25.08
1127	apthili	Sample	12_103	97.25	25.56
1128	apthili	Sample	12_103	87.02	25.67
1129	apthili	Sample	12_104	34.27	26.58
1130	apthili	Sample	12_104	46.78	26.28
1131	apthili	Sample	12_105	10.07	27.78
1132	apthili	Sample	12_105	9.91	27.8
1133	apthili	Sample	12_106	370.71	24.25
1134	apthili	Sample	12_106	360.47	24.28
1135	apthili	Sample	12_107	9.74	27.82
1136	apthili	Sample	12_107	7.69	28.05
1137	apthili	Sample	12_108	15.15	27.38
1138	apthili	Sample	12_108	15.73	27.35
1139	apthili	Sample	12_109	2.28	29.24
1140	apthili	Sample	12_109	1.76	29.49
1141	apthili	Sample	12_110	3.12	28.93
1142	apthili	Sample	12_110	2.93	28.99
1143	apthili	Sample	12_111	132.29	25.26
1144	apthili	Sample	12_111	169.39	25.02
1145	apthili	Sample	12_112	5421.95	21.62
1146	apthili	Sample	12_112	5697.01	21.58
1147	apthili	Sample	12_113	449.65	24.06
1148	apthili	Sample	12_113	584.51	23.81
1149	apthili	Sample	12_114	3649.32	22.01
1150	apthili	Sample	12_114	3834.51	21.96
1151	apthili	Sample	12_115	8283.37	21.21
1152	apthili	Sample	12_115	7268.14	21.34
1153	apthili	Sample	12_116	11.08	27.69
1154	apthili	Sample	12_116	14.24	27.44
1155	apparli	Standard	std	100000000.0	7.57
1156	apparli	Standard	std	100000000.0	7.52
1157	apparli	Standard	std	1000000.0	15.82
1158	apparli	Standard	std	1000000.0	15.67
1159	apparli	Standard	std	10000.0	24.72
1160	apparli	Standard	std	10000.0	23.6
1161	apparli	Sample	13_28	298514.84	18.0
1162	apparli	Sample	13_28	305503.22	17.96
1163	apparli	Sample	13_50	398814.81	17.48
1164	apparli	Sample	13_50	475776.53	17.16
1165	apparli	Standard	std	100000000.0	7.45
1166	apparli	Standard	std	100000000.0	7.19
