Document Name: Unc_2.sds 
Plate Type: Absolute Quantification
User: u0103892

Document Information

Operator: sa_abi7500
Run Date: Monday, January 21, 2019 14:40:14
Last Modified: Tuesday, February 05, 2019 13:26:05
Instrument Type: Applied Biosystems 7500 Fast Real-Time PCR System

Comments:
SDS v1.3.1

Thermal Cycler Profile
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment
1,1,50.0 °C,5:00,Auto,,
,,95.0 °C,0:20,Auto,,
2,45,95.0 °C,0:03,Auto,,
,,60.0 °C,0:30,Auto,,
Fast 7500 Mode
Data Collection :  Stage 2 Step 1
PCR Volume: 20 µL,

Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm
A1,,Rota,Standard,2.44,,1.00e+010,,,,
A2,,Rota,Standard,2.47,,1.00e+010,,,,
A3,,Rota,Standard,7.75,,1.00e+008,,,,
A4,,Rota,Standard,7.56,,1.00e+008,,,,
A5,,Rota,Standard,16.01,,1.00e+006,,,,
A6,,Rota,Standard,15.31,,1.00e+006,,,,
A7,,Rota,Standard,24.36,,10000.00,,,,
A8,,Rota,Standard,26.02,,10000.00,,,,
A9,,Rota,Standard,Undetermined,,,,,,
A10,,Rota,Standard,Undetermined,,,,,,
A11,12_43,Rota,Unknown,Undetermined,,,,,,
A12,12_43,Rota,Unknown,Undetermined,,,,,,
B1,12_44,Rota,Unknown,Undetermined,,,,,,
B2,12_44,Rota,Unknown,Undetermined,,,,,,
B3,12_45,Rota,Unknown,Undetermined,,,,,,
B4,12_45,Rota,Unknown,Undetermined,,,,,,
B5,12_46,Rota,Unknown,Undetermined,,,,,,
B6,12_46,Rota,Unknown,Undetermined,,,,,,
B7,12_47,Rota,Unknown,Undetermined,,,,,,
B8,12_47,Rota,Unknown,Undetermined,,,,,,
B9,12_48,Rota,Unknown,Undetermined,,,,,,
B10,12_48,Rota,Unknown,Undetermined,,,,,,
B11,12_49,Rota,Unknown,Undetermined,,,,,,
B12,12_49,Rota,Unknown,Undetermined,,,,,,
C1,12_50,Rota,Unknown,Undetermined,,,,,,
C2,12_50,Rota,Unknown,Undetermined,,,,,,
C3,12_51,Rota,Unknown,8.96,0.092,9.84e+007,9.47e+007,5.26e+006,,
C4,12_51,Rota,Unknown,9.09,0.092,9.10e+007,9.47e+007,5.26e+006,,
C5,12_52,Rota,Unknown,6.63,0.161,4.01e+008,3.75e+008,3.65e+007,,
C6,12_52,Rota,Unknown,6.86,0.161,3.49e+008,3.75e+008,3.65e+007,,
C7,12_53,Rota,Unknown,Undetermined,,,,,,
C8,12_53,Rota,Unknown,Undetermined,,,,,,
C9,12_54,Rota,Unknown,Undetermined,,,,,,
C10,12_54,Rota,Unknown,Undetermined,,,,,,
C11,12_55,Rota,Unknown,Undetermined,,,,,,
C12,12_55,Rota,Unknown,Undetermined,,,,,,
D1,12_56,Rota,Unknown,Undetermined,,,,,,
