Document Name: thika_4.sds 
Plate Type: Absolute Quantification
User: u0103892

Document Information

Operator: sa_abi7500
Run Date: Wednesday, January 16, 2019 08:16:07
Last Modified: Tuesday, February 05, 2019 13:57:04
Instrument Type: Applied Biosystems 7500 Fast Real-Time PCR System

Comments:
SDS v1.3.1

Thermal Cycler Profile
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment
1,1,50.0 °C,5:00,Auto,,
,,95.0 °C,0:20,Auto,,
2,45,95.0 °C,0:03,Auto,,
,,60.0 °C,0:30,Auto,,
Fast 7500 Mode
Data Collection :  Stage 2 Step 1
PCR Volume: 20 µL,

Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm
A1,,Rota,Standard,4.76,,1.00e+010,,,,
A2,,Rota,Standard,4.86,,1.00e+010,,,,
A3,,Rota,Standard,12.11,,1.00e+008,,,,
A4,,Rota,Standard,12.10,,1.00e+008,,,,
A5,,Rota,Standard,20.41,,1.00e+006,,,,
A6,,Rota,Standard,19.73,,1.00e+006,,,,
A7,,Rota,Standard,23.06,,10000.00,,,,
A8,,Rota,Standard,23.16,,10000.00,,,,
A9,,Rota,Standard,28.76,,100.00,,,,
A10,,Rota,Standard,28.75,,100.00,,,,
A11,,Rota,NTC,Undetermined,,,,,,
A12,,Rota,NTC,Undetermined,,,,,,
B1,12_117,Rota,Unknown,32.37,0.002,11.04,11.06,1.77e-002,,
B2,12_117,Rota,Unknown,32.37,0.002,11.07,11.06,1.77e-002,,
B3,12_118,Rota,Unknown,32.17,0.268,12.89,11.24,2.335,,
B4,12_118,Rota,Unknown,32.55,0.268,9.59,11.24,2.335,,
B5,12_119,Rota,Unknown,25.52,0.531,2342.94,3279.66,1324.731,,
B6,12_119,Rota,Unknown,24.77,0.531,4216.39,3279.66,1324.731,,
B7,12_120,Rota,Unknown,24.56,0.482,4937.40,3917.37,1442.539,,
B8,12_120,Rota,Unknown,25.25,0.482,2897.34,3917.37,1442.539,,
B9,12_121,Rota,Unknown,26.86,0.228,817.39,934.48,165.589,,
B10,12_121,Rota,Unknown,26.54,0.228,1051.57,934.48,165.589,,
B11,12_122,Rota,Unknown,31.47,0.203,22.38,20.14,3.180,,
B12,12_122,Rota,Unknown,31.75,0.203,17.89,20.14,3.180,,
C1,12_123,Rota,Unknown,31.55,0.067,20.96,21.77,1.139,,
C2,12_123,Rota,Unknown,31.46,0.067,22.57,21.77,1.139,,
C3,12_124,Rota,Unknown,27.79,0.186,397.53,443.00,64.307,,
C4,12_124,Rota,Unknown,27.52,0.186,488.47,443.00,64.307,,
C5,12_125,Rota,Unknown,26.79,0.059,863.46,836.39,38.287,,
C6,12_125,Rota,Unknown,26.88,0.059,809.31,836.39,38.287,,
C7,12_126,Rota,Unknown,27.60,0.289,460.33,397.32,89.111,,
C8,12_126,Rota,Unknown,28.01,0.289,334.30,397.32,89.111,,
C9,12_127,Rota,Unknown,27.92,0.335,357.23,301.99,78.129,,
C10,12_127,Rota,Unknown,28.40,0.335,246.74,301.99,78.129,,
C11,12_128,Rota,Unknown,28.53,0.042,222.12,227.43,7.509,,
C12,12_128,Rota,Unknown,28.47,0.042,232.74,227.43,7.509,,
D1,12_129,Rota,Unknown,29.67,0.528,91.16,71.01,28.493,,
D2,12_129,Rota,Unknown,30.42,0.528,50.87,71.01,28.493,,
D3,12_130,Rota,Unknown,38.22,0.097,1.14e-001,1.20e-001,9.15e-003,,
D4,12_130,Rota,Unknown,38.08,0.097,1.27e-001,1.20e-001,9.15e-003,,
D5,12_131,Rota,Unknown,39.63,0.306,3.80e-002,3.25e-002,7.70e-003,,
D6,12_131,Rota,Unknown,40.06,0.306,2.71e-002,3.25e-002,7.70e-003,,
D7,12_132,Rota,Unknown,Undetermined,,,,,,
D8,12_132,Rota,Unknown,Undetermined,,,,,,
D9,12_133,Rota,Unknown,34.01,1.400,3.06,1.85,1.702,,
D10,12_133,Rota,Unknown,35.99,1.400,6.50e-001,1.85,1.702,,
D11,12_134,Rota,Unknown,Undetermined,,,,,,
D12,12_134,Rota,Unknown,Undetermined,,,,,,
E1,12_135,Rota,Unknown,29.35,0.602,117.16,88.68,40.280,,
E2,12_135,Rota,Unknown,30.20,0.602,60.20,88.68,40.280,,
E3,12_136,Rota,Unknown,Undetermined,,,,,,
E4,12_136,Rota,Unknown,Undetermined,,,,,,
E5,12_137,Rota,Unknown,37.05,0.130,2.85e-001,3.07e-001,3.11e-002,,
E6,12_137,Rota,Unknown,36.87,0.130,3.29e-001,3.07e-001,3.11e-002,,
E7,12_138,Rota,Unknown,34.91,0.355,1.51,1.27,3.47e-001,,
E8,12_138,Rota,Unknown,35.41,0.355,1.02,1.27,3.47e-001,,
E9,12_139,Rota,Unknown,24.92,0.288,3745.25,3234.61,722.155,,
E10,12_139,Rota,Unknown,25.32,0.288,2723.97,3234.61,722.155,,
E11,12_140,Rota,Unknown,24.26,0.237,6281.05,5557.26,1023.595,,
E12,12_140,Rota,Unknown,24.59,0.237,4833.47,5557.26,1023.595,,
F1,12_141,Rota,Unknown,30.37,0.080,52.56,54.99,3.440,,
F2,12_141,Rota,Unknown,30.26,0.080,57.42,54.99,3.440,,
F3,12_142,Rota,Unknown,28.31,0.323,264.20,224.53,56.094,,
F4,12_142,Rota,Unknown,28.77,0.323,184.87,224.53,56.094,,
F5,12_143,Rota,Unknown,Undetermined,,,,,,
F6,12_143,Rota,Unknown,Undetermined,,,,,,
F7,12_144,Rota,Unknown,Undetermined,,,,,,
F8,12_144,Rota,Unknown,Undetermined,,,,,,
F9,12_145,Rota,Unknown,23.99,0.082,7726.19,8093.27,519.131,,
F10,12_145,Rota,Unknown,23.87,0.082,8460.35,8093.27,519.131,,
F11,12_146,Rota,Unknown,29.78,0.205,83.79,75.29,12.019,,
F12,12_146,Rota,Unknown,30.07,0.205,66.79,75.29,12.019,,
G1,12_147,Rota,Unknown,38.58,0.313,8.63e-002,1.04e-001,2.52e-002,,
G2,12_147,Rota,Unknown,38.13,0.313,1.22e-001,1.04e-001,2.52e-002,,
G3,12_148,Rota,Unknown,29.76,0.337,84.74,103.88,27.076,,
G4,12_148,Rota,Unknown,29.29,0.337,123.03,103.88,27.076,,
G5,12_149,Rota,Unknown,28.76,0.248,185.25,163.01,31.451,,
G6,12_149,Rota,Unknown,29.11,0.248,140.77,163.01,31.451,,
G7,12_150,Rota,Unknown,27.85,0.114,377.06,354.74,31.557,,
G8,12_150,Rota,Unknown,28.01,0.114,332.43,354.74,31.557,,
G9,13_1,Rota,Unknown,Undetermined,,,,,,
G10,13_1,Rota,Unknown,Undetermined,,,,,,
G11,13_2,Rota,Unknown,Undetermined,,,,,,
G12,12_2,Rota,Unknown,Undetermined,,,,,,
H1,13_3,Rota,Unknown,Undetermined,,,,,,
H2,13_3,Rota,Unknown,Undetermined,,,,,,
H3,13_4,Rota,Unknown,Undetermined,,,,,,
H4,13_4,Rota,Unknown,Undetermined,,,,,,
H5,13_5,Rota,Unknown,Undetermined,,,,,,
H6,13_5,Rota,Unknown,Undetermined,,,,,,
H7,13_6,Rota,Unknown,Undetermined,,,,,,
H8,13_6,Rota,Unknown,Undetermined,,,,,,
H9,13_7,Rota,Unknown,Undetermined,,,,,,
H10,13_7,Rota,Unknown,Undetermined,,,,,,
H11,,Rota,NTC,Undetermined,,,,,,
H12,,Rota,NTC,Undetermined,,,,,,
